City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Forestville,US,2022-01-28 02:03:27,38.8451,-76.875,34.2,55,100,1.01
380,Hovd,MN,2022-01-28 02:07:26,48.0056,91.6419,-4.92,85,98,3.02
381,Oxelosund,SE,2022-01-28 02:07:27,58.6706,17.1015,34.18,93,75,17.27
382,Lasa,IT,2022-01-28 02:07:27,46.6166,10.7002,32.74,69,47,8.59
383,Yacuiba,BO,2022-01-28 02:07:28,-22.038,-63.6797,68.34,97,100,8.25
384,Ust-Nera,RU,2022-01-28 02:07:28,64.5667,143.2,-20.07,92,100,2.04
385,Coquimbo,CL,2022-01-28 02:07:28,-29.9533,-71.3436,60.53,88,0,2.3
386,Waidhofen,DE,2022-01-28 02:07:29,48.5833,11.3333,37.76,94,75,16.11
387,Shimoda,JP,2022-01-28 02:07:29,34.6667,138.95,45.1,57,100,6.15
388,Portland,US,2022-01-28 02:05:23,45.5234,-122.6762,43.21,65,0,1.99
389,Zemio,CF,2022-01-28 02:07:30,5.0314,25.1361,68.02,26,12,4.54
390,Joao Camara,BR,2022-01-28 02:07:30,-5.5375,-35.8197,76.24,85,100,4.32
391,Arman,RU,2022-01-28 02:03:13,59.7,150.1667,3.63,84,100,15.39
392,Never,FR,2022-01-28 02:07:30,46.9896,3.159,31.75,85,100,2.24
393,Lamar,US,2022-01-28 02:07:31,33.6668,-95.5836,46.06,49,75,5.75
394,Grand Gaube,MU,2022-01-28 02:07:31,-20.0064,57.6608,73.38,76,0,3.0
395,Gavrilov Posad,RU,2022-01-28 02:07:31,56.5597,40.1175,7.92,93,93,11.92
396,Kapoeta,SS,2022-01-28 02:07:32,4.7717,33.5903,77.52,32,3,4.36
397,Konosha,RU,2022-01-28 02:07:32,60.9736,40.257,12.31,93,100,8.46
398,Samana,DO,2022-01-28 02:07:32,19.2056,-69.3369,73.29,88,0,5.23
399,Wilmington,US,2022-01-28 02:03:33,34.2257,-77.9447,38.86,55,0,0.0
400,Bethel,US,2022-01-28 02:07:10,41.3712,-73.414,30.56,78,20,0.0
401,Lagoa,PT,2022-01-28 02:07:33,39.05,-27.9833,58.62,77,5,15.77
402,Erdenet,MN,2022-01-28 02:07:33,49.0333,104.0833,-6.92,96,12,0.76
403,Dharchula,IN,2022-01-28 02:07:34,29.85,80.5333,37.31,45,0,8.84
404,Eureka,US,2022-01-28 02:02:57,40.8021,-124.1637,50.36,79,0,3.15
405,Arco,IT,2022-01-28 02:07:35,45.9177,10.8867,42.62,51,19,4.18
406,Sakakah,SA,2022-01-28 02:07:35,29.9697,40.2064,39.7,79,3,3.42
407,Durant,US,2022-01-28 02:07:36,33.994,-96.3708,42.53,65,0,3.44
408,Osakarovka,KZ,2022-01-28 02:07:36,50.565,72.5692,0.84,85,93,6.35
409,Awbari,LY,2022-01-28 02:07:37,26.5921,12.7805,41.7,46,0,6.29
410,Anderson,US,2022-01-28 02:03:28,34.5334,-82.6499,40.24,75,0,0.0
411,Graneros,CL,2022-01-28 02:07:37,-34.0667,-70.7333,65.46,70,0,0.78
412,Edson,CA,2022-01-28 02:07:38,53.5835,-116.4356,20.3,93,34,3.76
413,Santiago,CL,2022-01-28 02:06:41,-33.4569,-70.6483,70.99,53,0,14.97
414,San Policarpo,PH,2022-01-28 02:08:38,12.1791,125.5072,81.9,79,98,7.54
415,Yaan,NG,2022-01-28 02:08:38,7.3833,8.5667,76.14,21,1,7.85
416,Harper,LR,2022-01-28 02:08:39,4.375,-7.7169,78.73,80,99,5.77
417,Longyearbyen,SJ,2022-01-28 02:08:39,78.2186,15.6401,10.24,72,75,11.5
418,Laguna,US,2022-01-28 02:08:39,38.421,-121.4238,59.5,63,0,0.0
419,Kruisfontein,ZA,2022-01-28 02:08:40,-34.0033,24.7314,63.88,90,0,8.21
420,Acapulco,MX,2022-01-28 02:08:40,16.8634,-99.8901,78.62,83,0,4.61
421,Vysokogornyy,RU,2022-01-28 02:08:41,50.1167,139.15,-0.02,82,100,3.36
422,Vestmannaeyjar,IS,2022-01-28 02:07:48,63.4427,-20.2734,42.42,90,100,26.28
423,Griffith,US,2022-01-28 02:08:41,41.5284,-87.4237,30.36,79,100,0.0
424,Lorengau,PG,2022-01-28 02:08:41,-2.0226,147.2712,84.22,73,95,8.03
425,Ucluelet,CA,2022-01-28 02:08:42,48.9329,-125.5528,45.09,88,100,1.01
426,Vostok,RU,2022-01-28 02:08:42,46.4856,135.8833,3.42,85,100,7.38
427,Kanganpur,PK,2022-01-28 02:08:43,30.7663,74.1231,43.7,54,0,2.33
428,Bereda,ES,2022-01-28 02:08:43,43.2686,-7.5406,40.41,99,14,2.62
429,Tukrah,LY,2022-01-28 02:08:43,32.5341,20.5791,54.73,62,96,13.29
430,Santa Marta,CO,2022-01-28 02:05:12,11.2408,-74.199,82.89,59,25,18.01
431,Katsuura,JP,2022-01-28 02:08:44,35.1333,140.3,44.71,97,100,9.82
432,Villaba,PH,2022-01-28 02:08:44,11.2135,124.3921,83.52,70,51,4.97
433,Benin,BJ,2022-01-28 02:08:45,9.5,2.25,71.01,21,24,5.28
434,Bathsheba,BB,2022-01-28 02:07:20,13.2167,-59.5167,74.01,83,40,6.91
435,Halifax,CA,2022-01-28 02:06:33,44.6453,-63.5724,20.21,76,79,5.01
436,Fairview,US,2022-01-28 02:08:07,40.8126,-73.999,31.21,50,0,6.91
437,Paamiut,GL,2022-01-28 02:07:37,61.994,-49.6678,2.46,85,82,11.03
438,Matara,LK,2022-01-28 02:08:45,5.9485,80.5353,74.57,78,19,4.85
439,Veraval,IN,2022-01-28 02:06:48,20.9,70.3667,61.39,40,0,15.17
440,Staryy Nadym,RU,2022-01-28 02:08:46,65.6118,72.6842,7.93,95,98,10.45
441,Ankazobe,MG,2022-01-28 02:08:46,-18.3167,47.1167,63.01,92,58,3.87
442,Iberia,US,2022-01-28 02:07:15,29.9502,-91.7507,49.98,61,0,4.61
443,Yelatma,RU,2022-01-28 02:08:47,54.9675,41.7508,0.54,98,83,7.23
444,Banda Aceh,ID,2022-01-28 02:08:47,5.5577,95.3222,81.32,76,80,2.51
445,Nizwa,OM,2022-01-28 02:08:48,22.9333,57.5333,61.68,47,0,2.24
446,Rio Branco,BR,2022-01-28 02:03:50,-9.9747,-67.81,75.81,100,0,2.3
447,Birao,CF,2022-01-28 02:08:48,10.2849,22.7882,67.1,18,100,11.63
448,Sinnamary,GF,2022-01-28 02:08:48,5.3833,-52.95,75.67,86,52,8.16
449,Palana,RU,2022-01-28 02:08:49,59.1167,159.9667,30.72,71,100,20.54
450,Praia Da Vitoria,PT,2022-01-28 02:08:49,38.7333,-27.0667,55.76,88,96,15.93
451,Promyshlennyy,RU,2022-01-28 02:08:50,67.5833,63.9167,-1.05,98,100,7.61
452,Morant Bay,JM,2022-01-28 02:08:00,17.8815,-76.4093,72.66,82,9,5.46
453,Muros,ES,2022-01-28 02:08:50,42.7762,-9.0603,48.09,79,0,11.07
454,Winder,US,2022-01-28 02:08:50,33.9926,-83.7202,44.42,71,40,3.44
455,Maningrida,AU,2022-01-28 02:08:51,-12.0667,134.2667,88.18,62,100,12.64
456,Nieuw Amsterdam,SR,2022-01-28 02:08:51,5.8833,-55.0833,76.01,87,85,6.64
457,Tuatapere,NZ,2022-01-28 02:08:51,-46.1333,167.6833,68.83,41,100,7.09
458,Brownwood,US,2022-01-28 02:08:52,31.7093,-98.9912,46.96,63,100,5.75
459,Prince Rupert,CA,2022-01-28 02:08:52,54.3161,-130.3201,39.09,81,100,6.55
460,Cockburn Town,TC,2022-01-28 02:04:49,21.4612,-71.1419,78.21,72,0,11.72
461,Jijiga,ET,2022-01-28 02:08:53,9.35,42.8,55.87,39,73,12.44
462,Requena,ES,2022-01-28 02:09:53,39.4883,-1.1004,36.72,47,3,3.38
463,Zheleznodorozhnyy,RU,2022-01-28 02:09:53,55.7503,38.0042,19.81,94,99,9.91
464,Gornopravdinsk,RU,2022-01-28 02:09:54,60.05,69.9,8.42,96,100,7.2
465,Curup,ID,2022-01-28 02:09:54,-3.4667,102.5333,77.2,73,90,0.76
466,Tautira,PF,2022-01-28 02:05:55,-17.7333,-149.15,84.22,77,15,16.26
467,Lata,PT,2022-01-28 02:08:23,40.1629,-8.3327,49.05,70,0,5.06
468,Honningsvag,NO,2022-01-28 02:09:55,70.9821,25.9704,30.2,67,100,16.69
469,Aswan,EG,2022-01-28 02:09:56,24.0934,32.907,43.7,52,6,10.22
470,Lundamo,NO,2022-01-28 02:09:57,63.1333,10.3,31.69,70,100,17.45
471,Ayagoz,KZ,2022-01-28 02:09:57,47.9714,80.4392,-16.2,98,47,6.15
472,Xanxere,BR,2022-01-28 02:09:57,-26.8769,-52.4042,64.51,91,96,6.33
473,Shilka,RU,2022-01-28 02:09:58,51.85,116.0333,-9.4,92,24,1.68
474,Katangli,RU,2022-01-28 02:09:59,51.7102,143.2326,-1.05,84,23,6.29
475,Dezful,IR,2022-01-28 02:09:59,32.3811,48.4058,46.27,58,0,0.74
476,Ormara,PK,2022-01-28 02:05:57,25.2088,64.6357,65.71,50,0,1.9
477,Xudat,AZ,2022-01-28 02:09:59,41.631,48.681,34.95,89,100,11.5
478,Khandbari,NP,2022-01-28 02:10:00,27.3747,87.2039,46.33,65,12,2.37
479,Isangel,VU,2022-01-28 02:10:00,-19.55,169.2667,79.43,87,100,10.25
480,Torbay,CA,2022-01-28 02:10:01,47.6666,-52.7314,17.76,87,99,1.99
481,Venice,US,2022-01-28 02:05:21,27.0998,-82.4543,64.99,86,100,13.8
482,Severo-Kurilsk,RU,2022-01-28 02:10:01,50.6789,156.125,24.37,77,94,37.13
483,Mayo,US,2022-01-28 02:08:51,38.8876,-76.5119,35.08,64,100,1.01
484,Peoria,US,2022-01-28 02:07:56,40.7667,-89.7668,32.49,77,100,3.44
485,Andenes,NO,2022-01-28 02:10:02,69.3143,16.1194,31.98,69,40,21.85
486,Gat,IL,2022-01-28 02:08:05,31.61,34.7642,47.39,100,100,11.56
487,Akyab,MM,2022-01-28 02:10:03,20.15,92.9,65.79,71,94,9.08
488,Sisimiut,GL,2022-01-28 02:10:03,66.9395,-53.6735,5.27,81,100,21.85
489,Kindu,CD,2022-01-28 02:10:03,-2.95,25.95,68.18,99,97,1.92
490,Gao,ML,2022-01-28 02:08:46,16.6362,1.637,60.93,22,0,14.56
491,Key West,US,2022-01-28 02:07:20,24.5557,-81.7826,73.4,85,0,0.0
492,Raga,SS,2022-01-28 02:10:04,8.4596,25.678,65.77,23,26,6.51
493,Saint-Augustin,CA,2022-01-28 02:10:04,51.226,-58.6502,-7.94,97,100,0.96
494,Ishigaki,JP,2022-01-28 02:10:05,24.3448,124.1572,71.47,79,93,19.91
495,Malpe,IN,2022-01-28 02:10:05,13.35,74.7167,74.5,73,69,6.51
496,Mao,ES,2022-01-28 02:10:06,39.8885,4.2658,46.96,93,0,6.91
497,Acarau,BR,2022-01-28 02:10:06,-2.8856,-40.12,76.03,86,100,7.99
498,Samarai,PG,2022-01-28 02:10:06,-10.6167,150.6667,83.32,69,100,4.63
499,Novobessergenevka,RU,2022-01-28 02:10:07,47.1847,38.8462,14.88,90,84,2.53
500,Clyde River,CA,2022-01-28 02:10:07,70.4692,-68.5914,-10.97,77,75,13.8
501,Kudeyevskiy,RU,2022-01-28 02:10:08,54.8758,56.7567,2.43,100,72,2.06
502,Hobyo,SO,2022-01-28 02:10:08,5.3505,48.5268,75.81,71,100,18.5
503,Newport,GB,2022-01-28 02:09:44,51.5877,-2.9984,41.11,89,51,1.63
504,Jinchang,CN,2022-01-28 02:10:09,38.4953,102.1739,24.3,37,100,1.57
505,Moron,AR,2022-01-28 02:10:09,-34.6534,-58.6198,67.98,66,3,5.77
506,Berbera,SO,2022-01-28 02:10:09,10.4396,45.0143,71.74,68,95,4.29
507,Osorno,CL,2022-01-28 02:10:10,-40.5667,-73.15,70.11,78,0,0.0
508,Whitehorse,CA,2022-01-28 02:11:10,60.7161,-135.0538,21.09,95,100,6.53
509,Khanpur,PK,2022-01-28 02:11:12,28.6453,70.6567,51.76,27,0,4.47
510,Ntungamo,UG,2022-01-28 02:11:12,-0.8833,29.65,65.66,71,100,3.58
511,Sakaiminato,JP,2022-01-28 02:11:12,35.55,133.2333,45.37,69,29,13.38
512,Banjar,ID,2022-01-28 02:11:13,-8.19,114.9675,78.66,72,100,3.94
513,Daru,PG,2022-01-28 02:10:07,-9.0763,143.2092,85.6,63,100,6.51
514,Tallahassee,US,2022-01-28 02:06:59,30.4383,-84.2807,54.64,78,40,4.61
515,Mangaratiba,BR,2022-01-28 02:10:44,-22.9597,-44.0406,76.42,86,100,5.41
516,Kaeo,NZ,2022-01-28 02:11:14,-35.1,173.7833,73.33,68,7,15.23
517,College,US,2022-01-28 02:10:32,64.8569,-147.8028,-7.35,74,100,0.0
518,Egvekinot,RU,2022-01-28 02:07:39,66.3167,-179.1667,-4.86,93,100,2.28
519,Ornskoldsvik,SE,2022-01-28 02:11:14,63.2909,18.7153,22.82,100,75,6.91
520,Tolbazy,RU,2022-01-28 02:11:15,54.0241,55.8825,2.16,100,99,2.08
521,Meulaboh,ID,2022-01-28 02:11:16,4.1363,96.1285,80.28,80,77,2.68
522,Juigalpa,NI,2022-01-28 02:11:16,12.1063,-85.3645,73.67,76,81,8.37
523,Rio Gallegos,AR,2022-01-28 02:11:16,-51.6226,-69.2181,59.05,58,0,4.61
524,Cowra,AU,2022-01-28 02:11:17,-33.8333,148.6833,84.27,46,39,9.91
525,Lichfield,GB,2022-01-28 02:11:17,52.6815,-1.8255,41.43,92,81,1.01
526,Yelizovo,RU,2022-01-28 02:11:18,53.1873,158.3805,19.54,85,100,11.01
527,Makaha,US,2022-01-28 02:11:18,21.4694,-158.2175,80.51,64,27,3.53
528,Necochea,AR,2022-01-28 02:11:19,-38.5473,-58.7368,57.04,73,0,5.3
529,Ken Caryl,US,2022-01-28 02:09:10,39.5773,-105.1169,23.81,80,63,8.01
530,Mayskiy,RU,2022-01-28 02:11:19,47.6931,40.1025,13.44,98,97,1.63
531,Huancavelica,PE,2022-01-28 02:11:20,-12.7667,-74.9833,39.96,91,100,5.19
532,Carahue,CL,2022-01-28 02:11:20,-38.7,-73.1667,61.0,97,5,3.38
533,Isla Vista,US,2022-01-28 02:11:21,34.4133,-119.861,61.83,50,0,0.0
534,Reconquista,AR,2022-01-28 02:11:21,-29.15,-59.65,67.84,53,0,9.42
535,Qandala,SO,2022-01-28 02:11:22,11.472,49.8728,71.38,69,100,4.61
536,Port Macquarie,AU,2022-01-28 02:11:22,-31.4333,152.9167,81.9,57,1,10.65
537,The Pas,CA,2022-01-28 02:11:22,53.8251,-101.2541,1.63,93,99,7.56
538,Farafangana,MG,2022-01-28 02:11:23,-22.8167,47.8333,73.13,76,87,5.44
539,Mlonggo,ID,2022-01-28 02:07:18,-6.5333,110.7,82.29,79,100,10.27
540,Bhadohi,IN,2022-01-28 02:11:23,25.4167,82.5667,48.2,82,0,6.33
541,Berekum,GH,2022-01-28 02:11:24,7.4534,-2.584,69.44,44,20,3.22
542,Porto Belo,BR,2022-01-28 02:06:49,-27.1578,-48.5531,77.16,86,100,19.44
543,Ayan,RU,2022-01-28 02:11:24,56.45,138.1667,-3.95,65,100,10.67
544,Wattegama,LK,2022-01-28 02:11:24,6.7989,81.4808,72.72,77,49,4.14
545,Kilis,TR,2022-01-28 02:11:25,36.7161,37.115,21.43,76,1,4.14
546,Caconda,AO,2022-01-28 02:11:25,-13.7333,15.0667,58.53,98,100,2.42
547,Anchorage,US,2022-01-28 02:09:09,61.2181,-149.9003,29.32,87,100,3.0
548,Hamilton,US,2022-01-28 02:06:38,39.1834,-84.5333,35.11,81,100,1.99
549,Jalu,LY,2022-01-28 02:11:26,29.0331,21.5482,49.53,74,80,5.66
550,Luena,AO,2022-01-28 02:11:27,-11.7833,19.9167,62.04,97,100,5.53
551,Shingu,JP,2022-01-28 02:12:27,33.7333,135.9833,51.8,41,16,3.31
552,Husavik,IS,2022-01-28 02:12:28,66.0449,-17.3389,33.96,78,100,14.56
553,Ocampo,MX,2022-01-28 02:12:28,21.65,-101.5,58.73,33,100,9.89
554,Noumea,NC,2022-01-28 02:11:10,-22.2763,166.4572,76.98,65,85,13.6
555,Kosonsoy,UZ,2022-01-28 02:12:28,41.2561,71.5508,23.56,20,100,5.1
556,Hofn,IS,2022-01-28 02:12:29,64.2539,-15.2082,37.98,98,100,14.14
557,Fandriana,MG,2022-01-28 02:12:29,-20.2333,47.3833,56.03,93,45,2.39
558,Somerset,US,2022-01-28 02:12:30,40.5668,-74.5496,30.42,58,97,1.01
559,Gaya,IN,2022-01-28 02:12:30,24.7833,85.0,49.57,75,0,5.57
560,Deputatskiy,RU,2022-01-28 02:12:30,69.3,139.9,-22.49,98,32,4.32
561,Hinche,HT,2022-01-28 02:12:31,19.15,-72.0167,78.22,86,10,3.74
562,Hit,IQ,2022-01-28 02:12:31,33.6416,42.8251,43.12,71,5,8.79
563,Madingou,CG,2022-01-28 02:12:32,-4.1536,13.55,70.86,94,76,2.19
564,Dologon,PH,2022-01-28 02:12:32,7.8408,125.0444,83.88,64,39,5.03
565,Lashio,MM,2022-01-28 02:12:32,22.9333,97.75,57.88,82,10,0.13
566,Sterling,US,2022-01-28 02:09:27,39.0062,-77.4286,34.11,54,100,10.0
567,Derazhnya,UA,2022-01-28 02:12:33,49.2692,27.4338,29.97,97,100,14.36
568,Bukachacha,RU,2022-01-28 02:12:14,52.9833,116.9167,-3.82,83,28,3.04
569,Boa Vista,BR,2022-01-28 02:12:33,2.8197,-60.6733,80.58,61,0,5.75
570,Forrest City,US,2022-01-28 02:12:34,35.0081,-90.7898,37.26,57,100,5.75
571,Manavgat,TR,2022-01-28 02:12:34,36.7867,31.4431,41.83,49,0,8.37
